frobenius_matrices|good_primes|kernel_polynomial|label|projective_kernel_polynomial
integer[]|integer[]|numeric[]|text|numeric[]

{{2,0,2,1},{2,1,2,0},{0,2,2,2},{2,0,1,2},{2,0,2,1},{2,1,2,0},{2,0,2,1},{2,0,2,1},{2,1,2,0},{2,0,1,2},{0,2,2,2},{2,1,1,1},{0,1,1,1},{0,2,2,2},{2,0,2,1},{2,0,1,2},{2,0,1,2},{0,2,2,2},{2,0,0,2},{2,1,1,1},{0,2,2,2},{0,1,1,1},{2,0,1,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8500,-2963,2630,665,-329,-7,7,-4,1}|3.2.526.2|{-432,-318,-72,0,1}
{{1,1,0,2},{2,1,2,0},{0,2,2,2},{2,1,1,1},{0,1,1,1},{2,1,1,1},{0,2,2,2},{0,1,1,1},{2,1,2,0},{2,1,2,0},{1,1,0,2},{0,1,2,1},{0,1,1,1},{0,2,2,2},{1,1,0,2},{2,1,1,1},{2,1,2,0},{0,1,1,1},{0,1,2,1},{2,1,2,0},{1,1,0,2},{1,1,0,2},{2,1,2,0}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-6075,0,1836,0,270,0,0,0,1}|3.2.526.3|{-75,-68,30,0,1}
{{1,1,0,2},{2,1,2,0},{0,1,1,1},{2,1,1,1},{0,2,2,2},{2,1,1,1},{0,1,1,1},{0,2,2,2},{2,1,2,0},{2,1,2,0},{1,1,0,2},{0,1,2,1},{0,2,2,2},{0,1,1,1},{1,1,0,2},{2,1,1,1},{2,1,2,0},{0,2,2,2},{0,1,2,1},{2,1,2,0},{1,1,0,2},{1,1,0,2},{2,1,2,0}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-6075,0,1836,0,270,0,0,0,1}|3.2.526.4|{-75,-68,30,0,1}
{{1,1,2,1},{1,1,0,1},{2,2,1,2},{1,1,0,1},{0,1,1,0},{2,1,0,2},{0,1,1,0},{2,2,1,2},{1,1,0,1},{2,1,0,2},{1,1,2,1},{0,2,1,0},{0,1,1,0},{1,1,2,1},{2,2,1,2},{2,1,0,2},{2,1,0,2},{2,2,1,2},{0,2,1,0},{0,2,1,0},{0,1,1,0},{0,1,1,0},{2,1,0,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1944,-972,1134,-325,166,-7,7,-4,1}|3.2.526.5|{-224,-187,-57,-1,1}
{{2,2,1,2},{1,1,0,1},{1,1,2,1},{1,1,0,1},{0,1,1,0},{2,1,0,2},{0,1,1,0},{1,1,2,1},{1,1,0,1},{2,1,0,2},{2,2,1,2},{0,2,1,0},{0,1,1,0},{2,2,1,2},{1,1,2,1},{2,1,0,2},{2,1,0,2},{1,1,2,1},{0,2,1,0},{0,2,1,0},{0,1,1,0},{0,1,1,0},{2,1,0,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1944,-972,1134,-325,166,-7,7,-4,1}|3.2.526.6|{-224,-187,-57,-1,1}
{{1,1,2,1},{1,2,1,0},{1,0,0,2},{0,1,2,2},{1,0,0,2},{1,2,1,0},{1,0,0,2},{1,1,2,1},{0,1,2,2},{1,2,1,0},{1,0,0,2},{1,1,1,2},{1,1,2,1},{1,0,0,2},{1,1,2,1},{1,2,1,0},{0,1,2,2},{1,0,0,2},{1,1,1,2},{2,0,0,2},{2,2,1,2},{1,1,2,1},{0,1,2,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-972,0,0,0,108,0,11,0,1}|3.2.526.7|{-108,-66,-36,0,1}
{{2,2,1,2},{1,2,1,0},{1,0,0,2},{0,1,2,2},{1,0,0,2},{1,2,1,0},{1,0,0,2},{2,2,1,2},{0,1,2,2},{1,2,1,0},{1,0,0,2},{1,1,1,2},{2,2,1,2},{1,0,0,2},{2,2,1,2},{1,2,1,0},{0,1,2,2},{1,0,0,2},{1,1,1,2},{2,0,0,2},{1,1,2,1},{2,2,1,2},{0,1,2,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-972,0,0,0,108,0,11,0,1}|3.2.526.8|{-108,-66,-36,0,1}
{{2,0,2,1},{2,2,0,2},{1,2,2,0},{1,0,0,1},{2,1,1,0},{2,2,2,1},{2,1,1,0},{2,1,1,0},{2,2,2,1},{1,2,0,1},{2,0,2,1},{2,2,0,2},{2,0,2,1},{2,0,2,1},{1,2,2,0},{2,2,0,2},{2,2,0,2},{2,1,1,0},{2,2,2,1},{2,2,0,2},{2,0,2,1},{1,2,2,0},{1,2,0,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-507,0,456,0,-78,0,0,0,1}|3.2.526.9|{-8,-38,-18,-2,1}
{{2,0,2,1},{2,2,0,2},{2,1,1,0},{1,0,0,1},{1,2,2,0},{2,2,2,1},{1,2,2,0},{1,2,2,0},{2,2,2,1},{1,2,0,1},{2,0,2,1},{2,2,0,2},{2,0,2,1},{2,0,2,1},{2,1,1,0},{2,2,0,2},{2,2,0,2},{1,2,2,0},{2,2,2,1},{2,2,0,2},{2,0,2,1},{2,1,1,0},{1,2,0,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-507,0,456,0,-78,0,0,0,1}|3.2.526.10|{-8,-38,-18,-2,1}
{{2,0,1,1},{2,0,1,2},{2,0,1,1},{2,0,1,2},{2,0,1,1},{2,0,1,2},{0,2,2,1},{2,0,1,1},{1,0,1,1},{1,0,1,1},{0,2,2,1},{1,1,1,2},{0,1,1,2},{2,0,1,1},{0,1,1,2},{1,1,1,2},{2,0,1,2},{0,2,2,1},{2,0,1,2},{1,0,1,1},{0,1,1,2},{2,0,1,1},{1,1,1,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-198,-180,126,107,-50,-7,7,-4,1}|3.2.526.11|{-198,-180,-54,-1,1}
{{2,0,1,1},{2,0,1,2},{2,0,1,1},{2,0,1,2},{2,0,1,1},{2,0,1,2},{0,1,1,2},{2,0,1,1},{1,0,1,1},{1,0,1,1},{0,1,1,2},{1,1,1,2},{0,2,2,1},{2,0,1,1},{0,2,2,1},{1,1,1,2},{2,0,1,2},{0,1,1,2},{2,0,1,2},{1,0,1,1},{0,2,2,1},{2,0,1,1},{1,1,1,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-198,-180,126,107,-50,-7,7,-4,1}|3.2.526.12|{-198,-180,-54,-1,1}
{{2,2,1,0},{0,1,1,1},{0,2,2,2},{2,2,1,0},{0,1,1,1},{0,2,2,2},{1,1,0,2},{0,1,2,0},{0,1,2,0},{2,2,1,0},{0,1,2,0},{1,1,2,0},{1,1,2,0},{2,0,0,2},{0,1,2,0},{1,1,2,0},{0,1,1,1},{2,2,1,0},{0,2,2,2},{0,1,1,1},{1,1,0,2},{1,1,0,2},{0,2,2,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{92,103,-343,-155,227,25,-29,-1,1}|3.2.526.13|{15,-12,-18,-2,1}
{{2,2,1,0},{0,2,2,2},{0,1,1,1},{2,2,1,0},{0,2,2,2},{0,1,1,1},{1,1,0,2},{0,1,2,0},{0,1,2,0},{2,2,1,0},{0,1,2,0},{1,1,2,0},{1,1,2,0},{2,0,0,2},{0,1,2,0},{1,1,2,0},{0,2,2,2},{2,2,1,0},{0,1,1,1},{0,2,2,2},{1,1,0,2},{1,1,0,2},{0,1,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{92,103,-343,-155,227,25,-29,-1,1}|3.2.526.14|{15,-12,-18,-2,1}
{{2,2,0,2},{0,2,2,1},{0,2,2,1},{1,1,0,1},{0,1,1,2},{0,1,1,2},{2,1,0,1},{0,1,2,0},{0,1,2,0},{1,1,0,1},{0,1,2,0},{2,2,0,2},{1,1,0,1},{1,0,0,1},{0,1,2,0},{2,2,0,2},{0,2,2,1},{2,2,0,2},{0,1,1,2},{0,2,2,1},{2,1,0,1},{2,1,0,1},{0,1,1,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1272,-1608,1860,-1182,438,-96,5,-1,1}|3.2.526.15|{15,-12,-18,-2,1}
{{2,2,0,2},{0,1,1,2},{0,1,1,2},{1,1,0,1},{0,2,2,1},{0,2,2,1},{2,1,0,1},{0,1,2,0},{0,1,2,0},{1,1,0,1},{0,1,2,0},{2,2,0,2},{1,1,0,1},{1,0,0,1},{0,1,2,0},{2,2,0,2},{0,1,1,2},{2,2,0,2},{0,2,2,1},{0,1,1,2},{2,1,0,1},{2,1,0,1},{0,2,2,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1272,-1608,1860,-1182,438,-96,5,-1,1}|3.2.526.16|{15,-12,-18,-2,1}
{{2,0,1,1},{1,1,1,0},{2,0,1,2},{1,1,1,0},{2,0,1,2},{0,1,2,0},{2,0,1,1},{2,0,1,1},{2,0,1,2},{2,0,1,1},{1,0,0,1},{2,0,1,1},{1,1,1,0},{1,1,1,0},{0,1,2,0},{1,0,1,1},{2,2,2,0},{1,0,1,1},{0,1,2,0},{2,2,2,0},{2,0,1,1},{0,1,2,0}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-16936,-5264,4796,935,-464,-7,7,-4,1}|3.2.527.1|{1964,-49,-72,-2,1}
{{2,0,1,1},{2,2,2,0},{2,0,1,2},{2,2,2,0},{2,0,1,2},{0,1,2,0},{2,0,1,1},{2,0,1,1},{2,0,1,2},{2,0,1,1},{1,0,0,1},{2,0,1,1},{2,2,2,0},{2,2,2,0},{0,1,2,0},{1,0,1,1},{1,1,1,0},{1,0,1,1},{0,1,2,0},{1,1,1,0},{2,0,1,1},{0,1,2,0}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-16936,-5264,4796,935,-464,-7,7,-4,1}|3.2.527.2|{1964,-49,-72,-2,1}
{{1,1,2,1},{2,2,1,2},{0,1,2,2},{1,0,0,2},{0,1,2,2},{1,1,1,2},{1,1,2,1},{1,1,2,1},{0,1,2,2},{1,0,0,2},{2,0,0,2},{2,2,1,2},{1,1,2,1},{1,0,0,2},{1,1,1,2},{2,0,1,2},{2,2,1,2},{0,1,2,2},{1,1,1,2},{1,0,0,2},{1,0,0,2},{1,1,1,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-13769,4376,-4766,779,-386,-7,7,-4,1}|3.2.527.3|{-169,1,45,-1,1}
{{2,2,1,2},{1,1,2,1},{0,1,2,2},{1,0,0,2},{0,1,2,2},{1,1,1,2},{2,2,1,2},{2,2,1,2},{0,1,2,2},{1,0,0,2},{2,0,0,2},{1,1,2,1},{2,2,1,2},{1,0,0,2},{1,1,1,2},{2,0,1,2},{1,1,2,1},{0,1,2,2},{1,1,1,2},{1,0,0,2},{1,0,0,2},{1,1,1,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-13769,4376,-4766,779,-386,-7,7,-4,1}|3.2.527.4|{-169,1,45,-1,1}
{{0,2,2,2},{1,1,0,2},{2,0,1,2},{0,2,2,2},{2,0,1,2},{1,0,0,1},{0,1,1,1},{0,2,2,2},{1,0,1,1},{1,1,0,2},{1,0,0,1},{0,2,2,2},{1,1,0,2},{0,2,2,2},{1,1,1,2},{1,0,1,1},{1,1,0,2},{2,0,1,2},{1,1,1,2},{0,2,2,2},{1,1,0,2},{1,1,1,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8427,0,-6195,0,513,0,-47,0,1}|3.2.527.5|{-585,153,-81,-1,1}
{{0,1,1,1},{1,1,0,2},{2,0,1,2},{0,1,1,1},{2,0,1,2},{1,0,0,1},{0,2,2,2},{0,1,1,1},{1,0,1,1},{1,1,0,2},{1,0,0,1},{0,1,1,1},{1,1,0,2},{0,1,1,1},{1,1,1,2},{1,0,1,1},{1,1,0,2},{2,0,1,2},{1,1,1,2},{0,1,1,1},{1,1,0,2},{1,1,1,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8427,0,-6195,0,513,0,-47,0,1}|3.2.527.6|{-585,153,-81,-1,1}
{{1,1,1,0},{1,1,1,0},{2,2,1,0},{1,0,2,2},{2,2,1,0},{0,2,1,0},{1,1,1,0},{1,0,2,2},{2,2,1,0},{2,2,2,0},{2,1,0,2},{1,0,2,2},{1,0,2,2},{1,0,2,2},{2,2,1,0},{0,2,1,0},{2,2,2,0},{2,2,1,0},{2,1,0,2},{1,1,1,0},{1,1,1,0},{2,1,0,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-3267,0,1515,0,-198,0,0,0,1}|3.2.527.7|{-9,-72,-18,-1,1}
{{2,2,2,0},{2,2,2,0},{2,2,1,0},{1,0,2,2},{2,2,1,0},{0,2,1,0},{2,2,2,0},{1,0,2,2},{2,2,1,0},{1,1,1,0},{2,1,0,2},{1,0,2,2},{1,0,2,2},{1,0,2,2},{2,2,1,0},{0,2,1,0},{1,1,1,0},{2,2,1,0},{2,1,0,2},{2,2,2,0},{2,2,2,0},{2,1,0,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-3267,0,1515,0,-198,0,0,0,1}|3.2.527.8|{-9,-72,-18,-1,1}
{{2,1,2,2},{2,1,2,2},{2,2,2,1},{1,2,1,1},{2,2,2,1},{1,2,0,1},{2,1,2,2},{2,1,2,2},{2,2,2,1},{1,2,1,1},{1,2,0,1},{1,0,0,2},{1,0,0,2},{1,0,0,2},{0,1,2,1},{2,2,2,1},{1,0,0,2},{0,1,2,1},{2,2,2,1},{1,2,1,1},{1,2,1,1},{1,2,0,1}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-2187,0,0,0,162,0,7,0,1}|3.2.527.9|{-243,-63,-54,0,1}
{{1,2,1,1},{1,2,1,1},{2,2,2,1},{2,1,2,2},{2,2,2,1},{1,2,0,1},{1,2,1,1},{1,2,1,1},{2,2,2,1},{2,1,2,2},{1,2,0,1},{1,0,0,2},{1,0,0,2},{1,0,0,2},{0,1,2,1},{2,2,2,1},{1,0,0,2},{0,1,2,1},{2,2,2,1},{2,1,2,2},{2,1,2,2},{1,2,0,1}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-2187,0,0,0,162,0,7,0,1}|3.2.527.10|{-243,-63,-54,0,1}
{{2,1,2,2},{1,0,0,2},{1,0,2,1},{1,0,0,2},{1,0,2,1},{1,0,2,1},{2,1,2,2},{1,2,1,1},{2,2,0,2},{1,0,0,2},{2,2,2,1},{1,0,0,2},{1,0,0,2},{1,0,0,2},{1,0,2,1},{2,2,2,1},{1,0,0,2},{2,2,0,2},{1,0,2,1},{2,1,2,2},{2,1,2,2},{2,2,2,1}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1001,-103,-8,221,-107,-7,7,-4,1}|3.2.527.11|{-15,12,-12,-1,1}
{{1,2,1,1},{1,0,0,2},{1,0,2,1},{1,0,0,2},{1,0,2,1},{1,0,2,1},{1,2,1,1},{2,1,2,2},{2,2,0,2},{1,0,0,2},{2,2,2,1},{1,0,0,2},{1,0,0,2},{1,0,0,2},{1,0,2,1},{2,2,2,1},{1,0,0,2},{2,2,0,2},{1,0,2,1},{1,2,1,1},{1,2,1,1},{2,2,2,1}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1001,-103,-8,221,-107,-7,7,-4,1}|3.2.527.12|{-15,12,-12,-1,1}
{{1,1,1,2},{2,1,0,2},{2,1,0,2},{2,1,2,2},{0,1,1,0},{0,2,1,2},{1,2,1,1},{0,1,1,0},{0,1,1,0},{2,1,0,2},{2,1,2,2},{0,2,1,2},{0,1,1,0},{2,1,0,2},{2,1,2,2},{1,1,1,2},{2,1,0,2},{1,2,1,1},{0,1,1,0},{2,1,2,2},{1,2,1,1},{2,1,0,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-881,-628,481,284,-116,-34,16,-4,1}|3.2.527.13|{36,-18,-9,-1,1}
{{1,1,1,2},{2,1,0,2},{2,1,0,2},{1,2,1,1},{0,1,1,0},{0,2,1,2},{2,1,2,2},{0,1,1,0},{0,1,1,0},{2,1,0,2},{1,2,1,1},{0,2,1,2},{0,1,1,0},{2,1,0,2},{1,2,1,1},{1,1,1,2},{2,1,0,2},{2,1,2,2},{0,1,1,0},{1,2,1,1},{2,1,2,2},{2,1,0,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-881,-628,481,284,-116,-34,16,-4,1}|3.2.527.14|{36,-18,-9,-1,1}
{{1,1,2,0},{1,1,1,2},{1,0,1,1},{1,0,1,2},{2,1,1,0},{1,1,1,2},{1,2,2,0},{1,0,1,2},{1,0,1,2},{1,1,1,2},{1,2,2,0},{1,1,2,0},{1,2,2,0},{1,1,1,2},{1,0,1,2},{1,1,1,2},{1,0,1,1},{1,0,1,2},{1,2,2,0},{1,2,2,0},{1,0,1,2},{1,1,1,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-797,-469,430,86,-62,20,-2,-4,1}|3.2.527.15|{-28,-43,-21,-2,1}
{{1,1,2,0},{1,1,1,2},{1,0,1,1},{1,0,1,2},{1,2,2,0},{1,1,1,2},{2,1,1,0},{1,0,1,2},{1,0,1,2},{1,1,1,2},{2,1,1,0},{1,1,2,0},{2,1,1,0},{1,1,1,2},{1,0,1,2},{1,1,1,2},{1,0,1,1},{1,0,1,2},{2,1,1,0},{2,1,1,0},{1,0,1,2},{1,1,1,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-797,-469,430,86,-62,20,-2,-4,1}|3.2.527.16|{-28,-43,-21,-2,1}
{{0,1,2,2},{1,1,1,2},{0,1,2,2},{1,0,0,2},{1,1,2,1},{1,1,1,2},{1,1,2,1},{1,0,0,2},{1,0,0,2},{1,1,1,2},{2,2,1,2},{0,1,2,2},{1,1,2,1},{1,1,1,2},{1,0,0,2},{1,1,1,2},{1,2,1,0},{1,0,0,2},{2,2,1,2},{1,1,2,1},{1,0,0,2},{1,1,1,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-216,571,-610,78,-38,-4,6,-4,1}|3.2.527.17|{-28,-43,-21,-2,1}
{{0,1,2,2},{1,1,1,2},{0,1,2,2},{1,0,0,2},{2,2,1,2},{1,1,1,2},{2,2,1,2},{1,0,0,2},{1,0,0,2},{1,1,1,2},{1,1,2,1},{0,1,2,2},{2,2,1,2},{1,1,1,2},{1,0,0,2},{1,1,1,2},{1,2,1,0},{1,0,0,2},{1,1,2,1},{2,2,1,2},{1,0,0,2},{1,1,1,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-216,571,-610,78,-38,-4,6,-4,1}|3.2.527.18|{-28,-43,-21,-2,1}
{{0,1,2,0},{1,1,0,1},{2,2,0,2},{0,2,2,1},{2,1,0,1},{1,1,0,1},{0,1,1,2},{2,1,0,1},{2,1,0,1},{1,1,0,1},{0,1,1,2},{2,2,0,2},{2,1,0,1},{1,1,0,1},{0,1,1,2},{0,1,2,0},{1,1,0,1},{0,2,2,1},{2,1,0,1},{0,2,2,1},{0,1,1,2},{2,2,0,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{9,77,-115,60,-13,2,0,-2,1}|3.2.527.19|{36,-18,-9,-1,1}
{{0,1,2,0},{1,1,0,1},{2,2,0,2},{0,1,1,2},{2,1,0,1},{1,1,0,1},{0,2,2,1},{2,1,0,1},{2,1,0,1},{1,1,0,1},{0,2,2,1},{2,2,0,2},{2,1,0,1},{1,1,0,1},{0,2,2,1},{0,1,2,0},{1,1,0,1},{0,1,1,2},{2,1,0,1},{0,1,1,2},{0,2,2,1},{2,2,0,2}}|{2,5,7,11,13,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{9,77,-115,60,-13,2,0,-2,1}|3.2.527.20|{36,-18,-9,-1,1}
{{2,2,2,0},{1,1,1,0},{1,0,1,1},{1,2,0,2},{2,0,1,2},{1,1,1,0},{1,0,1,1},{1,1,1,0},{2,0,1,2},{1,0,1,1},{1,2,0,2},{1,0,1,1},{1,2,0,2},{2,2,2,0},{1,1,1,0},{2,0,0,2},{0,1,2,0},{1,1,1,0},{0,1,2,0},{2,0,1,2},{1,2,0,2},{1,2,0,2},{2,0,1,2}}|{2,5,7,11,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-389,-570,-473,-325,-87,-55,-2,-3,1}|3.2.529.1|{-7,19,-9,-1,1}
{{1,1,1,0},{2,2,2,0},{1,0,1,1},{1,2,0,2},{2,0,1,2},{2,2,2,0},{1,0,1,1},{2,2,2,0},{2,0,1,2},{1,0,1,1},{1,2,0,2},{1,0,1,1},{1,2,0,2},{1,1,1,0},{2,2,2,0},{2,0,0,2},{0,1,2,0},{2,2,2,0},{0,1,2,0},{2,0,1,2},{1,2,0,2},{1,2,0,2},{2,0,1,2}}|{2,5,7,11,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-389,-570,-473,-325,-87,-55,-2,-3,1}|3.2.529.2|{-7,19,-9,-1,1}
{{0,1,1,2},{0,1,1,2},{2,1,0,2},{2,1,0,1},{2,1,0,2},{0,1,1,2},{2,1,0,2},{0,2,2,1},{2,1,0,2},{2,1,0,2},{2,1,0,1},{2,1,0,2},{2,1,0,1},{0,2,2,1},{0,2,2,1},{1,0,0,1},{1,1,1,2},{0,2,2,1},{1,1,1,2},{1,0,1,1},{2,1,0,1},{2,1,0,1},{1,0,1,1}}|{2,5,7,11,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-309,630,-561,225,-18,-36,10,-3,1}|3.2.529.3|{-7,19,-9,-1,1}
{{0,2,2,1},{0,2,2,1},{2,1,0,2},{2,1,0,1},{2,1,0,2},{0,2,2,1},{2,1,0,2},{0,1,1,2},{2,1,0,2},{2,1,0,2},{2,1,0,1},{2,1,0,2},{2,1,0,1},{0,1,1,2},{0,1,1,2},{1,0,0,1},{1,1,1,2},{0,1,1,2},{1,1,1,2},{1,0,1,1},{2,1,0,1},{2,1,0,1},{1,0,1,1}}|{2,5,7,11,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-309,630,-561,225,-18,-36,10,-3,1}|3.2.529.4|{-7,19,-9,-1,1}
{{1,2,1,1},{1,0,0,2},{0,1,2,2},{2,1,2,2},{0,1,2,0},{2,1,2,2},{1,1,2,0},{2,1,2,2},{1,1,2,0},{1,1,2,0},{2,1,2,2},{1,0,0,1},{1,0,0,2},{1,0,0,2},{1,0,0,2},{0,1,2,0},{1,1,2,0},{2,1,2,2},{1,1,2,0},{0,1,2,2},{1,0,0,2},{1,2,1,1},{1,1,2,0}}|{2,5,7,11,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-245,-1048,1126,-157,82,-7,7,-4,1}|3.2.529.5|{-15,33,9,-1,1}
{{2,1,2,2},{1,0,0,2},{0,1,2,2},{1,2,1,1},{0,1,2,0},{1,2,1,1},{1,1,2,0},{1,2,1,1},{1,1,2,0},{1,1,2,0},{1,2,1,1},{1,0,0,1},{1,0,0,2},{1,0,0,2},{1,0,0,2},{0,1,2,0},{1,1,2,0},{1,2,1,1},{1,1,2,0},{0,1,2,2},{1,0,0,2},{2,1,2,2},{1,1,2,0}}|{2,5,7,11,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-245,-1048,1126,-157,82,-7,7,-4,1}|3.2.529.6|{-15,33,9,-1,1}
{{0,2,2,2},{0,2,2,2},{0,2,2,2},{1,1,1,2},{0,1,1,1},{0,2,2,2},{2,0,2,1},{2,0,2,1},{0,1,1,1},{0,1,2,2},{0,2,2,2},{1,1,2,0},{0,2,2,2},{0,1,1,1},{0,1,2,2},{1,1,1,2},{1,1,1,2},{0,2,2,2},{2,0,2,1},{2,0,2,1},{2,0,2,1}}|{7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-8200,5000,-200,-130,8,34,-1,-1,1}|3.2.530.1|{10,20,-12,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,1,1,2},{0,2,2,2},{0,1,1,1},{2,0,2,1},{2,0,2,1},{0,2,2,2},{0,1,2,2},{0,1,1,1},{1,1,2,0},{0,1,1,1},{0,2,2,2},{0,1,2,2},{1,1,1,2},{1,1,1,2},{0,1,1,1},{2,0,2,1},{2,0,2,1},{2,0,2,1}}|{7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-8200,5000,-200,-130,8,34,-1,-1,1}|3.2.530.2|{10,20,-12,-1,1}
{{0,1,2,2},{1,0,0,2},{1,1,1,2},{2,2,1,2},{1,1,1,2},{1,1,2,1},{1,1,2,1},{1,2,1,0},{0,1,2,2},{1,1,2,1},{1,1,1,2},{1,1,2,1},{1,0,0,2},{1,0,0,1},{0,1,2,2},{1,1,2,1},{0,1,2,2},{0,1,2,2},{1,0,0,2},{1,0,0,2},{0,1,2,2}}|{7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-4000,6400,-3080,82,-334,-28,5,-2,1}|3.2.530.3|{-40,26,18,-2,1}
{{0,1,2,2},{1,0,0,2},{1,1,1,2},{1,1,2,1},{1,1,1,2},{2,2,1,2},{2,2,1,2},{1,2,1,0},{0,1,2,2},{2,2,1,2},{1,1,1,2},{2,2,1,2},{1,0,0,2},{1,0,0,1},{0,1,2,2},{2,2,1,2},{0,1,2,2},{0,1,2,2},{1,0,0,2},{1,0,0,2},{0,1,2,2}}|{7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-4000,6400,-3080,82,-334,-28,5,-2,1}|3.2.530.4|{-40,26,18,-2,1}
{{2,1,0,2},{1,2,1,1},{0,2,1,2},{2,1,2,2},{2,1,0,2},{1,2,1,1},{2,1,2,2},{2,1,0,2},{2,1,0,2},{2,1,2,2},{0,2,1,2},{1,2,1,1},{0,1,1,0},{1,1,1,2},{2,1,0,2},{2,1,2,2},{0,2,1,2},{1,0,0,1},{0,1,1,0},{0,1,1,0},{2,1,0,2}}|{7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-2340,-460,580,-237,112,5,3,-4,1}|3.2.530.5|{-108,-122,-36,0,1}
